#     time (fs)  |  E_x (eV/ang)  | E_y (eV/ang) | E_z (eV/ang)
     0.00000000     0.00000000     0.00000000     0.79184787
     0.00241888     0.03278412     0.03278412     0.79150837
     0.00483777     0.06554012     0.06554012     0.79049014
     0.00725665     0.09823992     0.09823992     0.78879405
     0.00967554     0.13085548     0.13085548     0.78642157
     0.01209442     0.16335884     0.16335884     0.78337473
     0.01451331     0.19572211     0.19572211     0.77965614
     0.01693219     0.22791754     0.22791754     0.77526899
     0.01935107     0.25991754     0.25991754     0.77021704
     0.02176996     0.29169465     0.29169465     0.76450462
     0.02418884     0.32322164     0.32322164     0.75813664
     0.02660773     0.35447146     0.35447146     0.75111855
     0.02902661     0.38541732     0.38541732     0.74345636
     0.03144550     0.41603268     0.41603268     0.73515666
     0.03386438     0.44629129     0.44629129     0.72622656
     0.03628326     0.47616720     0.47616720     0.71667371
     0.03870215     0.50563479     0.50563479     0.70650631
     0.04112103     0.53466880     0.53466880     0.69573308
     0.04353992     0.56324433     0.56324433     0.68436325
     0.04595880     0.59133687     0.59133687     0.67240657
     0.04837769     0.61892233     0.61892233     0.65987330
     0.05079657     0.64597707     0.64597707     0.64677418
     0.05321546     0.67247787     0.67247787     0.63312045
     0.05563434     0.69840202     0.69840202     0.61892382
     0.05805322     0.72372729     0.72372729     0.60419645
     0.06047211     0.74843195     0.74843195     0.58895098
     0.06289099     0.77249483     0.77249483     0.57320048
     0.06530988     0.79589529     0.79589529     0.55695846
     0.06772876     0.81861326     0.81861326     0.54023884
     0.07014765     0.84062927     0.84062927     0.52305596
     0.07256653     0.86192443     0.86192443     0.50542456
     0.07498541     0.88248048     0.88248048     0.48735975
     0.07740430     0.90227980     0.90227980     0.46887703
     0.07982318     0.92130541     0.92130541     0.44999224
     0.08224207     0.93954099     0.93954099     0.43072158
     0.08466095     0.95697091     0.95697091     0.41108158
     0.08707984     0.97358022     0.97358022     0.39108907
     0.08949872     0.98935468     0.98935468     0.37076120
     0.09191760     1.00428076     1.00428076     0.35011539
     0.09433649     1.01834566     1.01834566     0.32916937
     0.09675537     1.03153733     1.03153733     0.30794107
     0.09917426     1.04384444     1.04384444     0.28644872
     0.10159314     1.05525645     1.05525645     0.26471073
     0.10401203     1.06576357     1.06576357     0.24274575
     0.10643091     1.07535679     1.07535679     0.22057261
     0.10884979     1.08402788     1.08402788     0.19821034
     0.11126868     1.09176941     1.09176941     0.17567809
     0.11368756     1.09857474     1.09857474     0.15299520
     0.11610645     1.10443804     1.10443804     0.13018112
     0.11852533     1.10935427     1.10935427     0.10725540
     0.12094422     1.11331922     1.11331922     0.08423771
     0.12336310     1.11632950     1.11632950     0.06114779
     0.12578198     1.11838251     1.11838251     0.03800543
     0.12820087     1.11947650     1.11947650     0.01483049
     0.13061975     1.11961053     1.11961053    -0.00835718
     0.13303864     1.11878449     1.11878449    -0.03153767
     0.13545752     1.11699909     1.11699909    -0.05469113
     0.13787641     1.11425584     1.11425584    -0.07779768
     0.14029529     1.11055712     1.11055712    -0.10083753
     0.14271418     1.10590609     1.10590609    -0.12379090
     0.14513306     1.10030673     1.10030673    -0.14663813
     0.14755194     1.09376385     1.09376385    -0.16935961
     0.14997083     1.08628306     1.08628306    -0.19193586
     0.15238971     1.07787078     1.07787078    -0.21434753
     0.15480860     1.06853421     1.06853421    -0.23657539
     0.15722748     1.05828137     1.05828137    -0.25860038
     0.15964637     1.04712105     1.04712105    -0.28040363
     0.16206525     1.03506281     1.03506281    -0.30196643
     0.16448413     1.02211700     1.02211700    -0.32327029
     0.16690302     1.00829471     1.00829471    -0.34429694
     0.16932190     0.99360781     0.99360781    -0.36502835
     0.17174079     0.97806888     0.97806888    -0.38544675
     0.17415967     0.96169124     0.96169124    -0.40553463
     0.17657856     0.94448895     0.94448895    -0.42527476
     0.17899744     0.92647676     0.92647676    -0.44465021
     0.18141632     0.90767010     0.90767010    -0.46364437
     0.18383521     0.88808511     0.88808511    -0.48224096
     0.18625409     0.86773859     0.86773859    -0.50042402
     0.18867298     0.84664797     0.84664797    -0.51817796
     0.19109186     0.82483134     0.82483134    -0.53548756
     0.19351075     0.80230741     0.80230741    -0.55233797
     0.19592963     0.77909550     0.77909550    -0.56871475
     0.19834851     0.75521551     0.75521551    -0.58460386
     0.20076740     0.73068792     0.73068792    -0.59999166
     0.20318628     0.70553376     0.70553376    -0.61486497
     0.20560517     0.67977459     0.67977459    -0.62921102
     0.20802405     0.65343252     0.65343252    -0.64301752
     0.21044294     0.62653012     0.62653012    -0.65627263
     0.21286182     0.59909047     0.59909047    -0.66896498
     0.21528071     0.57113709     0.57113709    -0.68108369
     0.21769959     0.54269396     0.54269396    -0.69261837
     0.22011847     0.51378547     0.51378547    -0.70355912
     0.22253736     0.48443640     0.48443640    -0.71389656
     0.22495624     0.45467192     0.45467192    -0.72362183
     0.22737513     0.42451756     0.42451756    -0.73272659
     0.22979401     0.39399917     0.39399917    -0.74120303
     0.23221290     0.36314293     0.36314293    -0.74904389
     0.23463178     0.33197528     0.33197528    -0.75624243
     0.23705066     0.30052297     0.30052297    -0.76279249
     0.23946955     0.26881296     0.26881296    -0.76868845
     0.24188843     0.23687243     0.23687243    -0.77392526
     0.24430732     0.20472879     0.20472879    -0.77849842
     0.24672620     0.17240959     0.17240959    -0.78240401
     0.24914509     0.13994255     0.13994255    -0.78563868
     0.25156397     0.10735550     0.10735550    -0.78819967
     0.25398285     0.07467640     0.07467640    -0.79008476
     0.25640174     0.04193326     0.04193326    -0.79129236
     0.25882062     0.00915417     0.00915417    -0.79182141
     0.26123951    -0.02363278    -0.02363278    -0.79167147
     0.26365839    -0.05639946    -0.05639946    -0.79084267
     0.26607728    -0.08911778    -0.08911778    -0.78933571
     0.26849616    -0.12175967    -0.12175967    -0.78715190
