#     time (fs)  |  E_x (eV/ang)  | E_y (eV/ang) | E_z (eV/ang)
     0.00000000     0.00000000     0.00000000     0.00000000
     0.00241888     0.03336495     0.00000000     0.00000000
     0.00483777     0.06670121     0.00000000     0.00000000
     0.00725665     0.09998010     0.00000000     0.00000000
     0.00967554     0.13317301     0.00000000     0.00000000
     0.01209442     0.16625138     0.00000000     0.00000000
     0.01451331     0.19918676     0.00000000     0.00000000
     0.01693219     0.23195083     0.00000000     0.00000000
     0.01935107     0.26451542     0.00000000     0.00000000
     0.02176996     0.29685251     0.00000000     0.00000000
     0.02418884     0.32893429     0.00000000     0.00000000
     0.02660773     0.36073317     0.00000000     0.00000000
     0.02902661     0.39222180     0.00000000     0.00000000
     0.03144550     0.42337310     0.00000000     0.00000000
     0.03386438     0.45416028     0.00000000     0.00000000
     0.03628326     0.48455685     0.00000000     0.00000000
     0.03870215     0.51453669     0.00000000     0.00000000
     0.04112103     0.54407400     0.00000000     0.00000000
     0.04353992     0.57314338     0.00000000     0.00000000
     0.04595880     0.60171982     0.00000000     0.00000000
     0.04837769     0.62977876     0.00000000     0.00000000
     0.05079657     0.65729605     0.00000000     0.00000000
     0.05321546     0.68424804     0.00000000     0.00000000
     0.05563434     0.71061154     0.00000000     0.00000000
     0.05805322     0.73636388     0.00000000     0.00000000
     0.06047211     0.76148291     0.00000000     0.00000000
     0.06289099     0.78594702     0.00000000     0.00000000
     0.06530988     0.80973518     0.00000000     0.00000000
     0.06772876     0.83282693     0.00000000     0.00000000
     0.07014765     0.85520241     0.00000000     0.00000000
     0.07256653     0.87684237     0.00000000     0.00000000
     0.07498541     0.89772820     0.00000000     0.00000000
     0.07740430     0.91784194     0.00000000     0.00000000
     0.07982318     0.93716629     0.00000000     0.00000000
     0.08224207     0.95568463     0.00000000     0.00000000
     0.08466095     0.97338103     0.00000000     0.00000000
     0.08707984     0.99024028     0.00000000     0.00000000
     0.08949872     1.00624787     0.00000000     0.00000000
     0.09191760     1.02139004     0.00000000     0.00000000
     0.09433649     1.03565376     0.00000000     0.00000000
     0.09675537     1.04902677     0.00000000     0.00000000
     0.09917426     1.06149756     0.00000000     0.00000000
     0.10159314     1.07305541     0.00000000     0.00000000
     0.10401203     1.08369038     0.00000000     0.00000000
     0.10643091     1.09339332     0.00000000     0.00000000
     0.10884979     1.10215589     0.00000000     0.00000000
     0.11126868     1.10997055     0.00000000     0.00000000
     0.11368756     1.11683058     0.00000000     0.00000000
     0.11610645     1.12273008     0.00000000     0.00000000
     0.11852533     1.12766398     0.00000000     0.00000000
     0.12094422     1.13162803     0.00000000     0.00000000
     0.12336310     1.13461882     0.00000000     0.00000000
     0.12578198     1.13663378     0.00000000     0.00000000
     0.12820087     1.13767118     0.00000000     0.00000000
     0.13061975     1.13773013     0.00000000     0.00000000
     0.13303864     1.13681057     0.00000000     0.00000000
     0.13545752     1.13491330     0.00000000     0.00000000
     0.13787641     1.13203995     0.00000000     0.00000000
     0.14029529     1.12819298     0.00000000     0.00000000
     0.14271418     1.12337571     0.00000000     0.00000000
     0.14513306     1.11759229     0.00000000     0.00000000
     0.14755194     1.11084768     0.00000000     0.00000000
     0.14997083     1.10314768     0.00000000     0.00000000
     0.15238971     1.09449892     0.00000000     0.00000000
     0.15480860     1.08490884     0.00000000     0.00000000
     0.15722748     1.07438568     0.00000000     0.00000000
     0.15964637     1.06293850     0.00000000     0.00000000
     0.16206525     1.05057714     0.00000000     0.00000000
     0.16448413     1.03731222     0.00000000     0.00000000
     0.16690302     1.02315517     0.00000000     0.00000000
     0.16932190     1.00811816     0.00000000     0.00000000
     0.17174079     0.99221411     0.00000000     0.00000000
     0.17415967     0.97545670     0.00000000     0.00000000
     0.17657856     0.95786036     0.00000000     0.00000000
     0.17899744     0.93944021     0.00000000     0.00000000
     0.18141632     0.92021209     0.00000000     0.00000000
     0.18383521     0.90019254     0.00000000     0.00000000
     0.18625409     0.87939879     0.00000000     0.00000000
     0.18867298     0.85784870     0.00000000     0.00000000
     0.19109186     0.83556083     0.00000000     0.00000000
     0.19351075     0.81255433     0.00000000     0.00000000
     0.19592963     0.78884899     0.00000000     0.00000000
     0.19834851     0.76446520     0.00000000     0.00000000
     0.20076740     0.73942394     0.00000000     0.00000000
     0.20318628     0.71374673     0.00000000     0.00000000
     0.20560517     0.68745567     0.00000000     0.00000000
     0.20802405     0.66057336     0.00000000     0.00000000
     0.21044294     0.63312292     0.00000000     0.00000000
     0.21286182     0.60512796     0.00000000     0.00000000
     0.21528071     0.57661257     0.00000000     0.00000000
     0.21769959     0.54760126     0.00000000     0.00000000
     0.22011847     0.51811898     0.00000000     0.00000000
     0.22253736     0.48819110     0.00000000     0.00000000
     0.22495624     0.45784335     0.00000000     0.00000000
     0.22737513     0.42710183     0.00000000     0.00000000
     0.22979401     0.39599298     0.00000000     0.00000000
     0.23221290     0.36454356     0.00000000     0.00000000
     0.23463178     0.33278061     0.00000000     0.00000000
     0.23705066     0.30073145     0.00000000     0.00000000
     0.23946955     0.26842365     0.00000000     0.00000000
     0.24188843     0.23588500     0.00000000     0.00000000
     0.24430732     0.20314347     0.00000000     0.00000000
     0.24672620     0.17022722     0.00000000     0.00000000
     0.24914509     0.13716457     0.00000000     0.00000000
     0.25156397     0.10398396     0.00000000     0.00000000
     0.25398285     0.07071391     0.00000000     0.00000000
     0.25640174     0.03738304     0.00000000     0.00000000
     0.25882062     0.00402003     0.00000000     0.00000000
     0.26123951    -0.02934645    -0.00000000    -0.00000000
     0.26365839    -0.06268768    -0.00000000    -0.00000000
     0.26607728    -0.09597500    -0.00000000    -0.00000000
     0.26849616    -0.12917978    -0.00000000    -0.00000000
     0.27091504    -0.16227346    -0.00000000    -0.00000000
     0.27333393    -0.19522757    -0.00000000    -0.00000000
     0.27575281    -0.22801378    -0.00000000    -0.00000000
     0.27817170    -0.26060388    -0.00000000    -0.00000000
     0.28059058    -0.29296985    -0.00000000    -0.00000000
     0.28300947    -0.32508385    -0.00000000    -0.00000000
     0.28542835    -0.35691827    -0.00000000    -0.00000000
     0.28784723    -0.38844572    -0.00000000    -0.00000000
     0.29026612    -0.41963908    -0.00000000    -0.00000000
