#     time (fs)  |  E_x (eV/ang)  | E_y (eV/ang) | E_z (eV/ang)
     0.00000000     0.00000000     0.00000000     2.21449882
     0.00241888     0.00000000     0.02288794     2.23726848
     0.00483777     0.00000000     0.04577344     2.25979915
     0.00725665     0.00000000     0.06865405     2.28208841
     0.00967554     0.00000000     0.09152733     2.30413388
     0.01209442     0.00000000     0.11439083     2.32593322
     0.01451331     0.00000000     0.13724210     2.34748409
     0.01693219     0.00000000     0.16007872     2.36878418
     0.01935107     0.00000000     0.18289824     2.38983123
     0.02176996     0.00000000     0.20569822     2.41062299
     0.02418884     0.00000000     0.22847622     2.43115723
     0.02660773     0.00000000     0.25122982     2.45143176
     0.02902661     0.00000000     0.27395658     2.47144442
     0.03144550     0.00000000     0.29665407     2.49119306
     0.03386438     0.00000000     0.31931988     2.51067558
     0.03628326     0.00000000     0.34195157     2.52988990
     0.03870215     0.00000000     0.36454673     2.54883396
     0.04112103     0.00000000     0.38710296     2.56750574
     0.04353992     0.00000000     0.40961782     2.58590325
     0.04595880     0.00000000     0.43208893     2.60402452
     0.04837769     0.00000000     0.45451389     2.62186761
     0.05079657     0.00000000     0.47689029     2.63943062
     0.05321546     0.00000000     0.49921574     2.65671167
     0.05563434     0.00000000     0.52148787     2.67370891
     0.05805322     0.00000000     0.54370429     2.69042054
     0.06047211     0.00000000     0.56586262     2.70684476
     0.06289099     0.00000000     0.58796051     2.72297982
     0.06530988     0.00000000     0.60999559     2.73882400
     0.06772876     0.00000000     0.63196551     2.75437560
     0.07014765     0.00000000     0.65386792     2.76963297
     0.07256653     0.00000000     0.67570047     2.78459447
     0.07498541     0.00000000     0.69746085     2.79925850
     0.07740430     0.00000000     0.71914672     2.81362350
     0.07982318     0.00000000     0.74075576     2.82768794
     0.08224207     0.00000000     0.76228567     2.84145031
     0.08466095     0.00000000     0.78373416     2.85490914
     0.08707984     0.00000000     0.80509892     2.86806299
     0.08949872     0.00000000     0.82637767     2.88091046
     0.09191760     0.00000000     0.84756815     2.89345017
     0.09433649     0.00000000     0.86866808     2.90568079
     0.09675537     0.00000000     0.88967522     2.91760101
     0.09917426     0.00000000     0.91058732     2.92920956
     0.10159314     0.00000000     0.93140215     2.94050520
