#     time (fs)  |  E_x (eV/ang)  | E_y (eV/ang) | E_z (eV/ang)
     0.00000000     0.00000000     0.00000000     0.00000000
     0.00241888     0.06542294     0.00000000     0.00000000
     0.00483777     0.13072136     0.00000000     0.00000000
     0.00725665     0.19577097     0.00000000     0.00000000
     0.00967554     0.26044797     0.00000000     0.00000000
     0.01209442     0.32462925     0.00000000     0.00000000
     0.01451331     0.38819266     0.00000000     0.00000000
     0.01693219     0.45101722     0.00000000     0.00000000
     0.01935107     0.51298335     0.00000000     0.00000000
     0.02176996     0.57397311     0.00000000     0.00000000
     0.02418884     0.63387041     0.00000000     0.00000000
     0.02660773     0.69256126     0.00000000     0.00000000
     0.02902661     0.74993395     0.00000000     0.00000000
     0.03144550     0.80587927     0.00000000     0.00000000
     0.03386438     0.86029075     0.00000000     0.00000000
     0.03628326     0.91306483     0.00000000     0.00000000
     0.03870215     0.96410105     0.00000000     0.00000000
     0.04112103     1.01330228     0.00000000     0.00000000
     0.04353992     1.06057488     0.00000000     0.00000000
     0.04595880     1.10582886     0.00000000     0.00000000
     0.04837769     1.14897811     0.00000000     0.00000000
     0.05079657     1.18994048     0.00000000     0.00000000
     0.05321546     1.22863802     0.00000000     0.00000000
     0.05563434     1.26499707     0.00000000     0.00000000
     0.05805322     1.29894843     0.00000000     0.00000000
     0.06047211     1.33042748     0.00000000     0.00000000
     0.06289099     1.35937430     0.00000000     0.00000000
     0.06530988     1.38573381     0.00000000     0.00000000
     0.06772876     1.40945582     0.00000000     0.00000000
     0.07014765     1.43049519     0.00000000     0.00000000
     0.07256653     1.44881188     0.00000000     0.00000000
     0.07498541     1.46437101     0.00000000     0.00000000
     0.07740430     1.47714299     0.00000000     0.00000000
     0.07982318     1.48710349     0.00000000     0.00000000
     0.08224207     1.49423356     0.00000000     0.00000000
     0.08466095     1.49851964     0.00000000     0.00000000
     0.08707984     1.49995355     0.00000000     0.00000000
     0.08949872     1.49853258     0.00000000     0.00000000
     0.09191760     1.49425942     0.00000000     0.00000000
     0.09433649     1.48714222     0.00000000     0.00000000
     0.09675537     1.47719451     0.00000000     0.00000000
     0.09917426     1.46443523     0.00000000     0.00000000
     0.10159314     1.44888867     0.00000000     0.00000000
     0.10401203     1.43058441     0.00000000     0.00000000
     0.10643091     1.40955730     0.00000000     0.00000000
     0.10884979     1.38584735     0.00000000     0.00000000
     0.11126868     1.35949970     0.00000000     0.00000000
     0.11368756     1.33056448     0.00000000     0.00000000
     0.11610645     1.29909678     0.00000000     0.00000000
     0.11852533     1.26515649     0.00000000     0.00000000
     0.12094422     1.22880820     0.00000000     0.00000000
     0.12336310     1.19012110     0.00000000     0.00000000
     0.12578198     1.14916883     0.00000000     0.00000000
     0.12820087     1.10602932     0.00000000     0.00000000
     0.13061975     1.06078468     0.00000000     0.00000000
     0.13303864     1.01352104     0.00000000     0.00000000
     0.13545752     0.96432834     0.00000000     0.00000000
     0.13787641     0.91330022     0.00000000     0.00000000
     0.14029529     0.86053381     0.00000000     0.00000000
     0.14271418     0.80612952     0.00000000     0.00000000
     0.14513306     0.75019091     0.00000000     0.00000000
     0.14755194     0.69282445     0.00000000     0.00000000
     0.14997083     0.63413933     0.00000000     0.00000000
     0.15238971     0.57424724     0.00000000     0.00000000
     0.15480860     0.51326217     0.00000000     0.00000000
     0.15722748     0.45130020     0.00000000     0.00000000
     0.15964637     0.38847927     0.00000000     0.00000000
     0.16206525     0.32491894     0.00000000     0.00000000
     0.16448413     0.26074018     0.00000000     0.00000000
