#     time (fs)  |  E_x (eV/ang)  | E_y (eV/ang) | E_z (eV/ang)
     0.00000000     0.00000000     0.00000000     1.02025390
     0.00241888     0.04061497     0.04061497     1.01984949
     0.00483777     0.08119775     0.08119775     1.01863658
     0.00725665     0.12171616     0.12171616     1.01661614
     0.00967554     0.16213807     0.16213807     1.01378976
     0.01209442     0.20243145     0.20243145     1.01015968
     0.01451331     0.24256435     0.24256435     1.00572879
     0.01693219     0.28250495     0.28250495     1.00050060
     0.01935107     0.32222159     0.32222159     0.99447924
     0.02176996     0.36168279     0.36168279     0.98766950
     0.02418884     0.40085726     0.40085726     0.98007677
     0.02660773     0.43971394     0.43971394     0.97170708
     0.02902661     0.47822203     0.47822203     0.96256705
     0.03144550     0.51635101     0.51635101     0.95266393
     0.03386438     0.55407065     0.55407065     0.94200558
     0.03628326     0.59135104     0.59135104     0.93060044
     0.03870215     0.62816262     0.62816262     0.91845756
     0.04112103     0.66447623     0.66447623     0.90558655
     0.04353992     0.70026306     0.70026306     0.89199764
     0.04595880     0.73549475     0.73549475     0.87770157
     0.04837769     0.77014336     0.77014336     0.86270971
     0.05079657     0.80418144     0.80418144     0.84703391
     0.05321546     0.83758199     0.83758199     0.83068662
     0.05563434     0.87031854     0.87031854     0.81368079
     0.05805322     0.90236513     0.90236513     0.79602991
     0.06047211     0.93369636     0.93369636     0.77774797
     0.06289099     0.96428739     0.96428739     0.75884945
     0.06530988     0.99411397     0.99411397     0.73934935
     0.06772876     1.02315245     1.02315245     0.71926312
     0.07014765     1.05137982     1.05137982     0.69860668
     0.07256653     1.07877369     1.07877369     0.67739642
     0.07498541     1.10531235     1.10531235     0.65564914
     0.07740430     1.13097476     1.13097476     0.63338208
     0.07982318     1.15574058     1.15574058     0.61061291
     0.08224207     1.17959017     1.17959017     0.58735966
     0.08466095     1.20250462     1.20250462     0.56364078
     0.08707984     1.22446577     1.22446577     0.53947506
     0.08949872     1.24545622     1.24545622     0.51488167
     0.09191760     1.26545931     1.26545931     0.48988010
     0.09433649     1.28445919     1.28445919     0.46449017
     0.09675537     1.30244080     1.30244080     0.43873201
     0.09917426     1.31938989     1.31938989     0.41262604
     0.10159314     1.33529301     1.33529301     0.38619296
     0.10401203     1.35013756     1.35013756     0.35945371
     0.10643091     1.36391177     1.36391177     0.33242951
     0.10884979     1.37660473     1.37660473     0.30514177
     0.11126868     1.38820636     1.38820636     0.27761212
     0.11368756     1.39870748     1.39870748     0.24986239
     0.11610645     1.40809975     1.40809975     0.22191458
     0.11852533     1.41637574     1.41637574     0.19379084
     0.12094422     1.42352887     1.42352887     0.16551348
     0.12336310     1.42955349     1.42955349     0.13710490
     0.12578198     1.43444481     1.43444481     0.10858763
     0.12820087     1.43819895     1.43819895     0.07998428
     0.13061975     1.44081295     1.44081295     0.05131751
     0.13303864     1.44228472     1.44228472     0.02261007
     0.13545752     1.44261310     1.44261310    -0.00611530
     0.13787641     1.44179784     1.44179784    -0.03483582
     0.14029529     1.43983957     1.43983957    -0.06352873
     0.14271418     1.43673984     1.43673984    -0.09217127
     0.14513306     1.43250113     1.43250113    -0.12074074
     0.14755194     1.42712678     1.42712678    -0.14921450
     0.14997083     1.42062106     1.42062106    -0.17756996
     0.15238971     1.41298913     1.41298913    -0.20578465
     0.15480860     1.40423703     1.40423703    -0.23383620
     0.15722748     1.39437170     1.39437170    -0.26170238
     0.15964637     1.38340097     1.38340097    -0.28936109
     0.16206525     1.37133352     1.37133352    -0.31679040
     0.16448413     1.35817894     1.35817894    -0.34396857
     0.16690302     1.34394765     1.34394765    -0.37087406
     0.16932190     1.32865092     1.32865092    -0.39748553
     0.17174079     1.31230089     1.31230089    -0.42378190
     0.17415967     1.29491051     1.29491051    -0.44974230
     0.17657856     1.27649358     1.27649358    -0.47534616
     0.17899744     1.25706469     1.25706469    -0.50057319
     0.18141632     1.23663925     1.23663925    -0.52540338
     0.18383521     1.21523345     1.21523345    -0.54981706
     0.18625409     1.19286425     1.19286425    -0.57379486
     0.18867298     1.16954940     1.16954940    -0.59731777
     0.19109186     1.14530737     1.14530737    -0.62036715
     0.19351075     1.12015739     1.12015739    -0.64292473
     0.19592963     1.09411939     1.09411939    -0.66497263
     0.19834851     1.06721401     1.06721401    -0.68649335
     0.20076740     1.03946258     1.03946258    -0.70746986
     0.20318628     1.01088710     1.01088710    -0.72788550
     0.20560517     0.98151024     0.98151024    -0.74772411
     0.20802405     0.95135526     0.95135526    -0.76696995
     0.21044294     0.92044609     0.92044609    -0.78560776
     0.21286182     0.88880723     0.88880723    -0.80362277
     0.21528071     0.85646375     0.85646375    -0.82100070
     0.21769959     0.82344130     0.82344130    -0.83772777
     0.22011847     0.78976605     0.78976605    -0.85379073
     0.22253736     0.75546471     0.75546471    -0.86917683
     0.22495624     0.72056446     0.72056446    -0.88387387
     0.22737513     0.68509298     0.68509298    -0.89787022
     0.22979401     0.64907838     0.64907838    -0.91115477
     0.23221290     0.61254922     0.61254922    -0.92371699
     0.23463178     0.57553445     0.57553445    -0.93554692
     0.23705066     0.53806342     0.53806342    -0.94663519
     0.23946955     0.50016583     0.50016583    -0.95697299
     0.24188843     0.46187173     0.46187173    -0.96655215
     0.24430732     0.42321147     0.42321147    -0.97536506
     0.24672620     0.38421571     0.38421571    -0.98340473
     0.24914509     0.34491536     0.34491536    -0.99066480
     0.25156397     0.30534157     0.30534157    -0.99713951
     0.25398285     0.26552572     0.26552572    -1.00282372
     0.25640174     0.22549936     0.22549936    -1.00771294
