#     time (fs)  |  E_x (eV/ang)  | E_y (eV/ang) | E_z (eV/ang)
     0.00000000     0.00000000     0.00000000     0.00000000
     0.00241888     0.00000000     0.00000000     0.01556168
     0.00483777     0.00000000     0.00000000     0.03112258
     0.00725665     0.00000000     0.00000000     0.04668191
     0.00967554     0.00000000     0.00000000     0.06223889
     0.01209442     0.00000000     0.00000000     0.07779272
     0.01451331     0.00000000     0.00000000     0.09334263
     0.01693219     0.00000000     0.00000000     0.10888782
     0.01935107     0.00000000     0.00000000     0.12442753
     0.02176996     0.00000000     0.00000000     0.13996095
     0.02418884     0.00000000     0.00000000     0.15548731
     0.02660773     0.00000000     0.00000000     0.17100583
     0.02902661     0.00000000     0.00000000     0.18651572
     0.03144550     0.00000000     0.00000000     0.20201619
     0.03386438     0.00000000     0.00000000     0.21750647
     0.03628326     0.00000000     0.00000000     0.23298578
     0.03870215     0.00000000     0.00000000     0.24845333
     0.04112103     0.00000000     0.00000000     0.26390834
     0.04353992     0.00000000     0.00000000     0.27935004
     0.04595880     0.00000000     0.00000000     0.29477764
     0.04837769     0.00000000     0.00000000     0.31019036
     0.05079657     0.00000000     0.00000000     0.32558743
     0.05321546     0.00000000     0.00000000     0.34096808
     0.05563434     0.00000000     0.00000000     0.35633152
     0.05805322     0.00000000     0.00000000     0.37167697
     0.06047211     0.00000000     0.00000000     0.38700368
     0.06289099     0.00000000     0.00000000     0.40231085
     0.06530988     0.00000000     0.00000000     0.41759773
     0.06772876     0.00000000     0.00000000     0.43286353
     0.07014765     0.00000000     0.00000000     0.44810749
     0.07256653     0.00000000     0.00000000     0.46332884
     0.07498541     0.00000000     0.00000000     0.47852681
     0.07740430     0.00000000     0.00000000     0.49370063
     0.07982318     0.00000000     0.00000000     0.50884954
     0.08224207     0.00000000     0.00000000     0.52397277
     0.08466095     0.00000000     0.00000000     0.53906956
     0.08707984     0.00000000     0.00000000     0.55413916
     0.08949872     0.00000000     0.00000000     0.56918079
     0.09191760     0.00000000     0.00000000     0.58419370
     0.09433649     0.00000000     0.00000000     0.59917713
     0.09675537     0.00000000     0.00000000     0.61413032
     0.09917426     0.00000000     0.00000000     0.62905253
     0.10159314     0.00000000     0.00000000     0.64394299
     0.10401203     0.00000000     0.00000000     0.65880097
     0.10643091     0.00000000     0.00000000     0.67362569
     0.10884979     0.00000000     0.00000000     0.68841643
     0.11126868     0.00000000     0.00000000     0.70317243
     0.11368756     0.00000000     0.00000000     0.71789295
     0.11610645     0.00000000     0.00000000     0.73257724
     0.11852533     0.00000000     0.00000000     0.74722457
     0.12094422     0.00000000     0.00000000     0.76183419
     0.12336310     0.00000000     0.00000000     0.77640537
     0.12578198     0.00000000     0.00000000     0.79093737
     0.12820087     0.00000000     0.00000000     0.80542946
     0.13061975     0.00000000     0.00000000     0.81988091
     0.13303864     0.00000000     0.00000000     0.83429099
     0.13545752     0.00000000     0.00000000     0.84865897
     0.13787641     0.00000000     0.00000000     0.86298412
     0.14029529     0.00000000     0.00000000     0.87726573
     0.14271418     0.00000000     0.00000000     0.89150308
     0.14513306     0.00000000     0.00000000     0.90569543
     0.14755194     0.00000000     0.00000000     0.91984209
     0.14997083     0.00000000     0.00000000     0.93394233
     0.15238971     0.00000000     0.00000000     0.94799544
     0.15480860     0.00000000     0.00000000     0.96200072
     0.15722748     0.00000000     0.00000000     0.97595746
     0.15964637     0.00000000     0.00000000     0.98986494
     0.16206525     0.00000000     0.00000000     1.00372248
     0.16448413     0.00000000     0.00000000     1.01752937
     0.16690302     0.00000000     0.00000000     1.03128492
     0.16932190     0.00000000     0.00000000     1.04498843
     0.17174079     0.00000000     0.00000000     1.05863921
     0.17415967     0.00000000     0.00000000     1.07223657
     0.17657856     0.00000000     0.00000000     1.08577982
     0.17899744     0.00000000     0.00000000     1.09926828
     0.18141632     0.00000000     0.00000000     1.11270128
     0.18383521     0.00000000     0.00000000     1.12607813
     0.18625409     0.00000000     0.00000000     1.13939815
     0.18867298     0.00000000     0.00000000     1.15266069
     0.19109186     0.00000000     0.00000000     1.16586506
     0.19351075     0.00000000     0.00000000     1.17901060
     0.19592963     0.00000000     0.00000000     1.19209664
     0.19834851     0.00000000     0.00000000     1.20512254
     0.20076740     0.00000000     0.00000000     1.21808762
     0.20318628     0.00000000     0.00000000     1.23099124
     0.20560517     0.00000000     0.00000000     1.24383274
     0.20802405     0.00000000     0.00000000     1.25661147
     0.21044294     0.00000000     0.00000000     1.26932680
     0.21286182     0.00000000     0.00000000     1.28197808
     0.21528071     0.00000000     0.00000000     1.29456467
     0.21769959     0.00000000     0.00000000     1.30708594
     0.22011847     0.00000000     0.00000000     1.31954125
     0.22253736     0.00000000     0.00000000     1.33192997
     0.22495624     0.00000000     0.00000000     1.34425149
     0.22737513     0.00000000     0.00000000     1.35650518
     0.22979401     0.00000000     0.00000000     1.36869041
     0.23221290     0.00000000     0.00000000     1.38080658
     0.23463178     0.00000000     0.00000000     1.39285308
     0.23705066     0.00000000     0.00000000     1.40482929
     0.23946955     0.00000000     0.00000000     1.41673462
     0.24188843     0.00000000     0.00000000     1.42856845
     0.24430732     0.00000000     0.00000000     1.44033020
