#     time (fs)  |  E_x (eV/ang)  | E_y (eV/ang) | E_z (eV/ang)
     0.00000000     0.00000000     0.00000000     0.00000000
     0.00241888     0.00000000     0.05840409     0.00000000
     0.00483777     0.00000000     0.11675687     0.00000000
     0.00725665     0.00000000     0.17500707     0.00000000
     0.00967554     0.00000000     0.23310350     0.00000000
     0.01209442     0.00000000     0.29099512     0.00000000
     0.01451331     0.00000000     0.34863107     0.00000000
     0.01693219     0.00000000     0.40596071     0.00000000
     0.01935107     0.00000000     0.46293367     0.00000000
     0.02176996     0.00000000     0.51949989     0.00000000
     0.02418884     0.00000000     0.57560967     0.00000000
     0.02660773     0.00000000     0.63121371     0.00000000
     0.02902661     0.00000000     0.68626316     0.00000000
     0.03144550     0.00000000     0.74070966     0.00000000
     0.03386438     0.00000000     0.79450535     0.00000000
     0.03628326     0.00000000     0.84760298     0.00000000
     0.03870215     0.00000000     0.89995590     0.00000000
     0.04112103     0.00000000     0.95151811     0.00000000
     0.04353992     0.00000000     1.00224430     0.00000000
     0.04595880     0.00000000     1.05208991     0.00000000
     0.04837769     0.00000000     1.10101114     0.00000000
     0.05079657     0.00000000     1.14896500     0.00000000
     0.05321546     0.00000000     1.19590938     0.00000000
     0.05563434     0.00000000     1.24180301     0.00000000
     0.05805322     0.00000000     1.28660558     0.00000000
     0.06047211     0.00000000     1.33027772     0.00000000
     0.06289099     0.00000000     1.37278106     0.00000000
     0.06530988     0.00000000     1.41407826     0.00000000
     0.06772876     0.00000000     1.45413304     0.00000000
     0.07014765     0.00000000     1.49291019     0.00000000
     0.07256653     0.00000000     1.53037566     0.00000000
     0.07498541     0.00000000     1.56649652     0.00000000
     0.07740430     0.00000000     1.60124104     0.00000000
     0.07982318     0.00000000     1.63457868     0.00000000
     0.08224207     0.00000000     1.66648017     0.00000000
     0.08466095     0.00000000     1.69691747     0.00000000
     0.08707984     0.00000000     1.72586383     0.00000000
     0.08949872     0.00000000     1.75329383     0.00000000
     0.09191760     0.00000000     1.77918337     0.00000000
     0.09433649     0.00000000     1.80350969     0.00000000
     0.09675537     0.00000000     1.82625143     0.00000000
     0.09917426     0.00000000     1.84738860     0.00000000
     0.10159314     0.00000000     1.86690263     0.00000000
     0.10401203     0.00000000     1.88477638     0.00000000
     0.10643091     0.00000000     1.90099415     0.00000000
     0.10884979     0.00000000     1.91554167     0.00000000
     0.11126868     0.00000000     1.92840618     0.00000000
     0.11368756     0.00000000     1.93957637     0.00000000
     0.11610645     0.00000000     1.94904242     0.00000000
     0.11852533     0.00000000     1.95679602     0.00000000
     0.12094422     0.00000000     1.96283035     0.00000000
     0.12336310     0.00000000     1.96714012     0.00000000
     0.12578198     0.00000000     1.96972153     0.00000000
     0.12820087     0.00000000     1.97057233     0.00000000
     0.13061975     0.00000000     1.96969175     0.00000000
     0.13303864     0.00000000     1.96708058     0.00000000
     0.13545752     0.00000000     1.96274111     0.00000000
     0.13787641     0.00000000     1.95667715     0.00000000
     0.14029529     0.00000000     1.94889403     0.00000000
     0.14271418     0.00000000     1.93939859     0.00000000
     0.14513306     0.00000000     1.92819917     0.00000000
     0.14755194     0.00000000     1.91530561     0.00000000
     0.14997083     0.00000000     1.90072924     0.00000000
     0.15238971     0.00000000     1.88448287     0.00000000
     0.15480860     0.00000000     1.86658077     0.00000000
     0.15722748     0.00000000     1.84703866     0.00000000
     0.15964637     0.00000000     1.82587373     0.00000000
     0.16206525     0.00000000     1.80310456     0.00000000
     0.16448413     0.00000000     1.77875116     0.00000000
     0.16690302     0.00000000     1.75283493     0.00000000
     0.16932190     0.00000000     1.72537864     0.00000000
     0.17174079     0.00000000     1.69640640     0.00000000
     0.17415967     0.00000000     1.66594369     0.00000000
     0.17657856     0.00000000     1.63401726     0.00000000
     0.17899744     0.00000000     1.60065516     0.00000000
     0.18141632     0.00000000     1.56588670     0.00000000
     0.18383521     0.00000000     1.52974244     0.00000000
     0.18625409     0.00000000     1.49225412     0.00000000
     0.18867298     0.00000000     1.45345470     0.00000000
     0.19109186     0.00000000     1.41337825     0.00000000
     0.19351075     0.00000000     1.37205999     0.00000000
     0.19592963     0.00000000     1.32953622     0.00000000
     0.19834851     0.00000000     1.28584431     0.00000000
     0.20076740     0.00000000     1.24102264     0.00000000
     0.20318628     0.00000000     1.19511059     0.00000000
     0.20560517     0.00000000     1.14814850     0.00000000
     0.20802405     0.00000000     1.10017763     0.00000000
     0.21044294     0.00000000     1.05124014     0.00000000
     0.21286182     0.00000000     1.00137901     0.00000000
     0.21528071     0.00000000     0.95063806     0.00000000
     0.21769959     0.00000000     0.89906186     0.00000000
     0.22011847     0.00000000     0.84669574     0.00000000
     0.22253736     0.00000000     0.79358570     0.00000000
     0.22495624     0.00000000     0.73977841     0.00000000
     0.22737513     0.00000000     0.68532114     0.00000000
     0.22979401     0.00000000     0.63026174     0.00000000
     0.23221290     0.00000000     0.57464858     0.00000000
     0.23463178     0.00000000     0.51853053     0.00000000
     0.23705066     0.00000000     0.46195690     0.00000000
     0.23946955     0.00000000     0.40497738     0.00000000
     0.24188843     0.00000000     0.34764204     0.00000000
     0.24430732     0.00000000     0.29000126     0.00000000
     0.24672620     0.00000000     0.23210569     0.00000000
     0.24914509     0.00000000     0.17400618     0.00000000
     0.25156397     0.00000000     0.11575379     0.00000000
     0.25398285     0.00000000     0.05739969     0.00000000
     0.25640174    -0.00000000    -0.00100484    -0.00000000
     0.25882062    -0.00000000    -0.05940848    -0.00000000
     0.26123951    -0.00000000    -0.11775993    -0.00000000
     0.26365839    -0.00000000    -0.17600791    -0.00000000
     0.26607728    -0.00000000    -0.23410125    -0.00000000
     0.26849616    -0.00000000    -0.29198890    -0.00000000
     0.27091504    -0.00000000    -0.34962001    -0.00000000
     0.27333393    -0.00000000    -0.40694394    -0.00000000
     0.27575281    -0.00000000    -0.46391033    -0.00000000
     0.27817170    -0.00000000    -0.52046911    -0.00000000
     0.28059058    -0.00000000    -0.57657061    -0.00000000
     0.28300947    -0.00000000    -0.63216552    -0.00000000
     0.28542835    -0.00000000    -0.68720501    -0.00000000
     0.28784723    -0.00000000    -0.74164071    -0.00000000
     0.29026612    -0.00000000    -0.79542479    -0.00000000
     0.29268500    -0.00000000    -0.84851001    -0.00000000
     0.29510389    -0.00000000    -0.90084971    -0.00000000
     0.29752277    -0.00000000    -0.95239792    -0.00000000
     0.29994166    -0.00000000    -1.00310933    -0.00000000
     0.30236054    -0.00000000    -1.05293941    -0.00000000
     0.30477943    -0.00000000    -1.10184436    -0.00000000
     0.30719831    -0.00000000    -1.14978121    -0.00000000
     0.30961719    -0.00000000    -1.19670785    -0.00000000
     0.31203608    -0.00000000    -1.24258305    -0.00000000
     0.31445496    -0.00000000    -1.28736651    -0.00000000
     0.31687385    -0.00000000    -1.33101886    -0.00000000
     0.31929273    -0.00000000    -1.37350177    -0.00000000
     0.32171162    -0.00000000    -1.41477790    -0.00000000
     0.32413050    -0.00000000    -1.45481099    -0.00000000
     0.32654938    -0.00000000    -1.49356587    -0.00000000
     0.32896827    -0.00000000    -1.53100848    -0.00000000
     0.33138715    -0.00000000    -1.56710593    -0.00000000
     0.33380604    -0.00000000    -1.60182650    -0.00000000
     0.33622492    -0.00000000    -1.63513969    -0.00000000
     0.33864381    -0.00000000    -1.66701622    -0.00000000
     0.34106269    -0.00000000    -1.69742809    -0.00000000
     0.34348157    -0.00000000    -1.72634858    -0.00000000
     0.34590046    -0.00000000    -1.75375228    -0.00000000
     0.34831934    -0.00000000    -1.77961512    -0.00000000
     0.35073823    -0.00000000    -1.80391436    -0.00000000
     0.35315711    -0.00000000    -1.82662866    -0.00000000
