#     time (fs)  |  E_x (eV/ang)  | E_y (eV/ang) | E_z (eV/ang)
     0.00000000     0.00000000     0.00000000     1.46758386
     0.00241888     0.09895596     0.09895596     1.46591431
     0.00483777     0.19768677     0.19768677     1.46090947
     0.00725665     0.29596780     0.29596780     1.45258070
     0.00967554     0.39357543     0.39357543     1.44094698
     0.01209442     0.49028759     0.49028759     1.42603476
     0.01451331     0.58588422     0.58588422     1.40787797
     0.01693219     0.68014783     0.68014783     1.38651794
     0.01935107     0.77286395     0.77286395     1.36200324
     0.02176996     0.86382162     0.86382162     1.33438967
     0.02418884     0.95281388     0.95281388     1.30374005
     0.02660773     1.03963828     1.03963828     1.27012411
     0.02902661     1.12409725     1.12409725     1.23361835
     0.03144550     1.20599864     1.20599864     1.19430581
     0.03386438     1.28515609     1.28515609     1.15227594
     0.03628326     1.36138951     1.36138951     1.10762437
     0.03870215     1.43452545     1.43452545     1.06045270
     0.04112103     1.50439751     1.50439751     1.01086825
     0.04353992     1.57084671     1.57084671     0.95898383
     0.04595880     1.63372186     1.63372186     0.90491750
     0.04837769     1.69287991     1.69287991     0.84879227
     0.05079657     1.74818626     1.74818626     0.79073584
     0.05321546     1.79951508     1.79951508     0.73088030
     0.05563434     1.84674958     1.84674958     0.66936183
     0.05805322     1.88978228     1.88978228     0.60632041
     0.06047211     1.92851529     1.92851529     0.54189947
     0.06289099     1.96286046     1.96286046     0.47624557
     0.06530988     1.99273967     1.99273967     0.40950811
     0.06772876     2.01808493     2.01808493     0.34183892
     0.07014765     2.03883857     2.03883857     0.27339196
     0.07256653     2.05495337     2.05495337     0.20432298
     0.07498541     2.06639267     2.06639267     0.13478911
     0.07740430     2.07313044     2.07313044     0.06494856
     0.07982318     2.07515135     2.07515135    -0.00503976
     0.08224207     2.07245080     2.07245080    -0.07501661
     0.08466095     2.06503494     2.06503494    -0.14482278
     0.08707984     2.05292063     2.05292063    -0.21429945
     0.08949872     2.03613545     2.03613545    -0.28328854
     0.09191760     2.01471758     2.01471758    -0.35163307
     0.09433649     1.98871576     1.98871576    -0.41917756
     0.09675537     1.95818914     1.95818914    -0.48576832
     0.09917426     1.92320718     1.92320718    -0.55125385
     0.10159314     1.88384946     1.88384946    -0.61548514
     0.10401203     1.84020555     1.84020555    -0.67831605
     0.10643091     1.79237474     1.79237474    -0.73960364
     0.10884979     1.74046585     1.74046585    -0.79920846
     0.11126868     1.68459699     1.68459699    -0.85699489
     0.11368756     1.62489528     1.62489528    -0.91283145
     0.11610645     1.56149655     1.56149655    -0.96659111
     0.11852533     1.49454504     1.49454504    -1.01815155
     0.12094422     1.42419310     1.42419310    -1.06739545
     0.12336310     1.35060077     1.35060077    -1.11421077
     0.12578198     1.27393552     1.27393552    -1.15849101
     0.12820087     1.19437176     1.19437176    -1.20013540
     0.13061975     1.11209053     1.11209053    -1.23904920
     0.13303864     1.02727902     1.02727902    -1.27514388
     0.13545752     0.94013022     0.94013022    -1.30833730
     0.13787641     0.85084239     0.85084239    -1.33855394
     0.14029529     0.75961871     0.75961871    -1.36572507
     0.14271418     0.66666670     0.66666670    -1.38978884
     0.14513306     0.57219788     0.57219788    -1.41069052
     0.14755194     0.47642717     0.47642717    -1.42838254
     0.14997083     0.37957248     0.37957248    -1.44282466
     0.15238971     0.28185417     0.28185417    -1.45398401
     0.15480860     0.18349457     0.18349457    -1.46183521
     0.15722748     0.08471749     0.08471749    -1.46636039
     0.15964637    -0.01425235    -0.01425235    -1.46754925
     0.16206525    -0.11318977    -0.11318977    -1.46539909
     0.16448413    -0.21186965    -0.21186965    -1.45991481
     0.16690302    -0.31006747    -0.31006747    -1.45110887
     0.16932190    -0.40755982    -0.40755982    -1.43900132
     0.17174079    -0.50412488    -0.50412488    -1.42361971
     0.17415967    -0.59954293    -0.59954293    -1.40499902
     0.17657856    -0.69359688    -0.69359688    -1.38318163
     0.17899744    -0.78607273    -0.78607273    -1.35821717
     0.18141632    -0.87676009    -0.87676009    -1.33016246
     0.18383521    -0.96545261    -0.96545261    -1.29908131
     0.18625409    -1.05194849    -1.05194849    -1.26504444
     0.18867298    -1.13605095    -1.13605095    -1.22812930
     0.19109186    -1.21756862    -1.21756862    -1.18841988
     0.19351075    -1.29631604    -1.29631604    -1.14600652
     0.19592963    -1.37211403    -1.37211403    -1.10098572
     0.19834851    -1.44479014    -1.44479014    -1.05345993
     0.20076740    -1.51417902    -1.51417902    -1.00353727
     0.20318628    -1.58012278    -1.58012278    -0.95133132
     0.20560517    -1.64247138    -1.64247138    -0.89696087
     0.20802405    -1.70108298    -1.70108298    -0.84054962
     0.21044294    -1.75582422    -1.75582422    -0.78222592
     0.21286182    -1.80657054    -1.80657054    -0.72212248
     0.21528071    -1.85320649    -1.85320649    -0.66037604
     0.21769959    -1.89562595    -1.89562595    -0.59712708
     0.22011847    -1.93373243    -1.93373243    -0.53251952
     0.22253736    -1.96743920    -1.96743920    -0.46670036
     0.22495624    -1.99666959    -1.99666959    -0.39981934
     0.22737513    -2.02135708    -2.02135708    -0.33202864
     0.22979401    -2.04144551    -2.04144551    -0.26348249
     0.23221290    -2.05688918    -2.05688918    -0.19433686
     0.23463178    -2.06765293    -2.06765293    -0.12474907
     0.23705066    -2.07371229    -2.07371229    -0.05487744
     0.23946955    -2.07505346    -2.07505346     0.01511904
     0.24188843    -2.07167340    -2.07167340     0.08508113
     0.24430732    -2.06357979    -2.06357979     0.15484963
     0.24672620    -2.05079106    -2.05079106     0.22426582
     0.24914509    -2.03333629    -2.03333629     0.29317175
     0.25156397    -2.01125520    -2.01125520     0.36141064
     0.25398285    -1.98459804    -1.98459804     0.42882724
     0.25640174    -1.95342544    -1.95342544     0.49526816
     0.25882062    -1.91780835    -1.91780835     0.56058222
     0.26123951    -1.87782778    -1.87782778     0.62462083
     0.26365839    -1.83357472    -1.83357472     0.68723828
     0.26607728    -1.78514985    -1.78514985     0.74829210
     0.26849616    -1.73266333    -1.73266333     0.80764338
     0.27091504    -1.67623460    -1.67623460     0.86515708
     0.27333393    -1.61599204    -1.61599204     0.92070235
     0.27575281    -1.55207272    -1.55207272     0.97415280
     0.27817170    -1.48462207    -1.48462207     1.02538682
     0.28059058    -1.41379356    -1.41379356     1.07428785
     0.28300947    -1.33974833    -1.33974833     1.12074462
     0.28542835    -1.26265486    -1.26265486     1.16465143
     0.28784723    -1.18268855    -1.18268855     1.20590838
     0.29026612    -1.10003134    -1.10003134     1.24442161
     0.29268500    -1.01487131    -1.01487131     1.28010349
     0.29510389    -0.92740220    -0.92740220     1.31287283
     0.29752277    -0.83782304    -0.83782304     1.34265507
     0.29994166    -0.74633763    -0.74633763     1.36938246
     0.30236054    -0.65315413    -0.65315413     1.39299419
     0.30477943    -0.55848455    -0.55848455     1.41343652
     0.30719831    -0.46254428    -0.46254428     1.43066295
     0.30961719    -0.36555162    -0.36555162     1.44463429
     0.31203608    -0.26772724    -0.26772724     1.45531874
     0.31445496    -0.16929372    -0.16929372     1.46269200
     0.31687385    -0.07047501    -0.07047501     1.46673729
     0.31929273     0.02850404     0.02850404     1.46744541
     0.32171162     0.12741824     0.12741824     1.46481475
     0.32413050     0.22604253     0.22604253     1.45885128
     0.32654938     0.32415252     0.32415252     1.44956859
     0.32896827     0.42152499     0.42152499     1.43698779
     0.33138715     0.51793839     0.51793839     1.42113750
     0.33380604     0.61317335     0.61317335     1.40205379
     0.33622492     0.70701321     0.70701321     1.37978008
     0.33864381     0.79924444     0.79924444     1.35436704
     0.34106269     0.88965721     0.88965721     1.32587250
     0.34348157     0.97804579     0.97804579     1.29436128
     0.34590046     1.06420909     1.06420909     1.25990509
     0.34831934     1.14795106     1.14795106     1.22258232
     0.35073823     1.22908118     1.22908118     1.18247789
